age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
32;student;single;unknown;no;5969;no;no;cellular;6;feb;12;7;-1;0;unknown;no
45;entrepreneur;married;secondary;no;245;yes;no;unknown;14;may;126;3;-1;0;unknown;no
33;technician;married;secondary;no;620;no;no;cellular;14;aug;106;2;-1;0;unknown;no
60;retired;married;secondary;no;2674;no;no;cellular;14;jul;96;2;-1;0;unknown;no
30;services;married;secondary;no;114;no;no;cellular;20;aug;185;4;-1;0;unknown;no
34;blue-collar;married;secondary;no;405;yes;no;unknown;21;may;103;1;-1;0;unknown;no
40;management;married;tertiary;no;342;yes;no;cellular;13;may;133;4;-1;0;unknown;no
58;entrepreneur;married;tertiary;no;0;yes;yes;cellular;4;feb;304;2;229;2;failure;no
52;management;married;unknown;no;339;no;no;telephone;5;feb;124;7;-1;0;unknown;no
42;blue-collar;married;secondary;no;476;yes;no;unknown;13;may;93;1;-1;0;unknown;no
38;management;married;tertiary;no;184;no;no;cellular;10;feb;64;2;188;2;failure;no
57;entrepreneur;married;secondary;no;666;no;no;cellular;4;aug;138;1;-1;0;unknown;no
32;technician;single;secondary;yes;0;no;yes;cellular;16;jul;195;1;-1;0;unknown;no
54;services;single;secondary;no;559;yes;yes;unknown;3;jun;242;6;-1;0;unknown;no
40;management;married;tertiary;no;-495;no;yes;cellular;29;jul;303;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;0;no;no;unknown;8;may;338;2;-1;0;unknown;no
35;management;married;tertiary;no;46;yes;no;cellular;13;aug;96;2;-1;0;unknown;no
56;blue-collar;married;secondary;no;58932;no;no;telephone;7;jul;339;2;-1;0;unknown;no
54;blue-collar;married;primary;no;551;yes;no;cellular;28;jul;431;2;-1;0;unknown;no
21;student;single;tertiary;no;1258;no;no;cellular;7;jul;404;1;-1;0;unknown;no
36;management;single;secondary;no;360;yes;no;unknown;20;may;271;1;-1;0;unknown;no
29;housemaid;married;secondary;no;243;yes;no;unknown;3;jun;35;1;-1;0;unknown;no
55;blue-collar;married;secondary;no;93;no;yes;cellular;28;jan;111;1;-1;0;unknown;no
34;blue-collar;divorced;primary;no;172;yes;no;cellular;17;apr;306;1;-1;0;unknown;no
32;technician;single;secondary;no;10;no;no;cellular;19;aug;190;2;-1;0;unknown;no
35;technician;married;secondary;no;0;yes;no;cellular;6;apr;139;1;-1;0;unknown;no
34;blue-collar;married;primary;no;-319;yes;yes;cellular;9;jul;134;4;-1;0;unknown;no
38;blue-collar;married;secondary;no;6994;yes;no;telephone;8;apr;169;1;139;2;failure;no
53;admin.;married;secondary;no;350;no;yes;cellular;17;nov;113;3;132;2;failure;no
35;technician;married;secondary;no;746;no;yes;cellular;27;jan;240;1;-1;0;unknown;no
31;services;single;tertiary;no;1025;no;no;unknown;20;may;72;3;-1;0;unknown;no
38;blue-collar;married;secondary;no;213;yes;no;unknown;16;jun;270;15;-1;0;unknown;no
60;retired;divorced;primary;no;-79;yes;yes;cellular;29;jan;192;1;-1;0;unknown;no
45;blue-collar;married;primary;no;2388;no;no;cellular;11;aug;317;2;-1;0;unknown;no
38;blue-collar;married;primary;no;1495;yes;no;unknown;2;jun;74;3;-1;0;unknown;no
40;technician;married;secondary;no;96;yes;yes;unknown;26;may;29;2;-1;0;unknown;no
47;blue-collar;married;primary;no;554;yes;no;unknown;4;jun;69;1;-1;0;unknown;no
31;management;single;tertiary;no;391;yes;no;cellular;12;aug;454;3;-1;0;unknown;no
56;management;married;tertiary;no;94;no;no;cellular;23;jul;530;3;-1;0;unknown;no
39;blue-collar;married;secondary;no;0;yes;no;unknown;6;may;262;1;-1;0;unknown;no
28;blue-collar;married;primary;no;324;yes;no;unknown;5;may;175;1;-1;0;unknown;no
50;blue-collar;divorced;primary;no;171;no;no;cellular;14;aug;75;3;-1;0;unknown;no
33;blue-collar;married;secondary;no;0;yes;no;cellular;24;jul;208;1;-1;0;unknown;no
55;blue-collar;married;secondary;no;983;no;no;telephone;11;jul;41;2;-1;0;unknown;no
31;technician;single;tertiary;no;6138;yes;no;cellular;15;may;134;5;-1;0;unknown;no
58;entrepreneur;married;primary;no;52499;no;no;unknown;6;jun;198;2;-1;0;unknown;no
28;blue-collar;married;secondary;no;723;yes;yes;unknown;5;may;262;1;-1;0;unknown;no
57;blue-collar;married;secondary;no;14093;no;no;cellular;11;aug;231;5;-1;0;unknown;no
44;blue-collar;married;secondary;no;1071;yes;no;cellular;11;may;143;3;357;1;failure;no
50;technician;married;secondary;no;103;yes;no;cellular;3;feb;109;4;267;6;failure;no
36;management;single;tertiary;no;1013;yes;no;cellular;10;jul;111;1;-1;0;unknown;no
52;management;divorced;tertiary;no;64;no;no;cellular;5;aug;27;3;-1;0;unknown;no
53;retired;married;secondary;no;1139;yes;no;cellular;18;nov;180;1;186;6;failure;no
39;blue-collar;married;primary;no;710;no;no;cellular;3;feb;14;6;-1;0;unknown;no
32;blue-collar;single;secondary;no;1721;yes;no;cellular;19;nov;184;2;182;2;failure;no
55;blue-collar;married;unknown;no;6134;no;no;cellular;6;aug;127;2;-1;0;unknown;no
40;technician;married;tertiary;no;-1779;yes;yes;unknown;18;jun;37;2;-1;0;unknown;no
40;admin.;married;secondary;no;457;no;no;unknown;12;jul;9;1;-1;0;unknown;no
35;blue-collar;married;primary;no;690;yes;no;unknown;26;may;880;3;-1;0;unknown;no
26;management;single;tertiary;no;0;no;yes;cellular;2;feb;145;1;199;1;failure;no
56;technician;married;primary;no;314;yes;yes;cellular;30;jan;108;2;2;5;other;no
37;management;divorced;tertiary;no;641;yes;no;cellular;7;may;334;1;-1;0;unknown;no
34;blue-collar;single;secondary;no;39;no;no;cellular;18;jul;138;3;-1;0;unknown;no
34;admin.;single;secondary;no;0;yes;no;cellular;2;jun;189;2;-1;0;unknown;no
26;unemployed;single;tertiary;no;2170;no;no;cellular;3;feb;317;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;2297;no;no;telephone;31;jul;16;4;-1;0;unknown;no
53;blue-collar;single;secondary;no;1442;no;no;telephone;9;dec;137;8;188;2;other;no
61;technician;married;secondary;no;50;yes;no;cellular;22;jul;213;5;-1;0;unknown;no
42;technician;married;unknown;no;1559;no;no;cellular;11;aug;155;1;103;1;success;no
36;student;single;secondary;no;904;no;no;unknown;20;jun;10;8;-1;0;unknown;no
45;self-employed;married;secondary;no;830;no;no;cellular;31;jul;468;2;-1;0;unknown;no
29;management;single;tertiary;no;11968;yes;no;cellular;20;apr;241;2;-1;0;unknown;no
37;technician;single;tertiary;no;2642;yes;no;cellular;25;jul;591;3;-1;0;unknown;no
30;self-employed;married;tertiary;yes;-1083;yes;no;cellular;6;may;401;1;336;2;failure;no
51;technician;single;secondary;no;0;yes;no;unknown;5;may;364;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;-76;yes;no;unknown;27;may;170;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;6767;yes;no;cellular;11;may;431;1;172;2;failure;no
37;management;married;tertiary;no;0;no;no;cellular;20;aug;179;2;-1;0;unknown;no
57;unknown;divorced;unknown;no;4244;no;no;unknown;18;jun;626;5;-1;0;unknown;no
33;technician;married;secondary;no;79;no;no;cellular;29;aug;144;3;-1;0;unknown;no
46;blue-collar;divorced;primary;no;216;no;no;cellular;2;feb;173;1;-1;0;unknown;no
39;technician;married;tertiary;no;-218;no;no;unknown;20;jun;8;13;-1;0;unknown;no
30;management;single;tertiary;no;2419;no;yes;cellular;5;jun;213;2;-1;0;unknown;no
33;technician;single;tertiary;no;6281;yes;no;cellular;1;jul;1057;1;393;4;success;no
41;admin.;divorced;tertiary;no;-298;yes;no;cellular;5;may;397;1;-1;0;unknown;no
35;management;single;tertiary;no;2576;yes;yes;cellular;6;may;136;3;273;4;failure;no
31;self-employed;single;secondary;no;203;no;yes;cellular;19;nov;177;1;-1;0;unknown;no
52;housemaid;married;primary;no;1340;no;no;unknown;5;jun;175;1;-1;0;unknown;no
45;unemployed;single;primary;no;2249;yes;no;cellular;9;feb;247;5;-1;0;unknown;no
43;management;married;tertiary;no;8016;yes;no;unknown;15;may;422;3;-1;0;unknown;no
43;technician;divorced;tertiary;no;1088;no;no;cellular;20;aug;341;3;-1;0;unknown;no
31;admin.;married;secondary;no;1331;yes;no;cellular;11;may;927;2;-1;0;unknown;no
44;blue-collar;married;primary;no;3407;yes;no;unknown;15;may;179;2;-1;0;unknown;no
30;self-employed;married;tertiary;no;227;yes;yes;unknown;12;may;227;3;-1;0;unknown;no
32;management;single;tertiary;no;593;yes;no;cellular;13;may;86;3;-1;0;unknown;no
38;management;divorced;tertiary;no;554;no;no;cellular;21;nov;45;1;101;4;failure;no
45;management;married;tertiary;no;0;no;no;cellular;18;nov;179;2;-1;0;unknown;no
31;management;single;tertiary;no;1494;no;no;cellular;13;aug;275;12;-1;0;unknown;no
54;retired;married;secondary;no;522;no;yes;cellular;14;jul;81;3;-1;0;unknown;no
76;self-employed;married;unknown;no;4984;no;no;telephone;15;jun;126;3;48;2;success;no
32;technician;married;tertiary;no;2553;yes;no;cellular;24;jul;459;7;-1;0;unknown;no
35;management;single;tertiary;no;2975;no;no;cellular;8;aug;249;2;-1;0;unknown;no
32;blue-collar;single;secondary;no;218;yes;no;cellular;18;may;134;1;-1;0;unknown;no
34;management;single;tertiary;no;344;no;no;cellular;14;jul;56;3;-1;0;unknown;no
33;management;single;secondary;no;1326;no;yes;cellular;7;jul;164;2;-1;0;unknown;no
52;blue-collar;married;secondary;no;3429;yes;no;cellular;17;apr;516;1;-1;0;unknown;no
33;technician;single;secondary;no;220;yes;no;cellular;8;may;197;1;-1;0;unknown;no
37;blue-collar;married;secondary;no;346;yes;no;cellular;17;apr;390;1;316;1;failure;no
42;admin.;married;secondary;no;3104;no;no;cellular;8;may;144;2;-1;0;unknown;no
50;unemployed;single;secondary;no;588;no;no;cellular;31;jul;649;3;-1;0;unknown;no
34;technician;married;tertiary;no;555;yes;no;cellular;7;aug;144;18;-1;0;unknown;no
37;admin.;married;secondary;no;0;yes;no;telephone;15;jul;280;6;-1;0;unknown;no
57;management;married;tertiary;no;1410;yes;no;cellular;10;jul;185;1;-1;0;unknown;no
59;management;married;primary;no;120;no;yes;cellular;17;jul;102;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;270;yes;yes;cellular;20;nov;884;2;-1;0;unknown;no
27;blue-collar;married;secondary;no;379;yes;yes;unknown;6;jun;252;4;-1;0;unknown;no
59;housemaid;divorced;secondary;no;45141;no;no;unknown;6;jun;42;1;-1;0;unknown;no
53;technician;married;secondary;no;6;yes;no;unknown;5;may;517;1;-1;0;unknown;no
38;management;married;tertiary;no;14352;no;no;unknown;6;sep;8;1;-1;0;unknown;no
60;management;divorced;primary;no;2694;no;no;telephone;6;jul;295;1;-1;0;unknown;no
36;services;single;primary;no;38;no;no;unknown;6;jun;308;4;-1;0;unknown;no
28;student;single;tertiary;no;471;yes;no;cellular;6;may;209;1;-1;0;unknown;no
31;technician;single;secondary;no;849;yes;yes;unknown;13;may;295;2;-1;0;unknown;no
28;services;single;secondary;no;290;yes;no;cellular;18;may;128;1;-1;0;unknown;no
34;admin.;single;secondary;no;126;yes;no;unknown;20;may;61;2;-1;0;unknown;no
56;unemployed;married;secondary;no;670;no;no;cellular;30;jan;86;1;-1;0;unknown;no
57;retired;married;primary;no;-384;yes;yes;telephone;20;apr;534;1;-1;0;unknown;no
30;services;single;secondary;no;9;no;yes;cellular;29;jan;194;2;205;2;failure;no
34;entrepreneur;single;secondary;no;318;yes;no;cellular;21;nov;36;2;-1;0;unknown;no
50;technician;married;secondary;no;1412;no;no;cellular;6;aug;131;3;-1;0;unknown;no
35;services;single;secondary;no;0;yes;no;cellular;13;may;419;2;-1;0;unknown;no
54;technician;married;secondary;no;433;no;no;cellular;29;jan;89;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;463;yes;no;unknown;21;may;104;1;-1;0;unknown;no
35;admin.;married;tertiary;no;690;no;no;cellular;19;apr;131;2;185;1;failure;no
37;services;married;secondary;no;20;yes;no;telephone;14;may;151;5;-1;0;unknown;no
30;entrepreneur;married;secondary;no;31;no;no;unknown;8;may;229;1;-1;0;unknown;no
31;technician;married;tertiary;no;5119;no;no;cellular;21;nov;74;1;-1;0;unknown;no
58;entrepreneur;married;tertiary;no;6384;no;no;cellular;19;nov;90;3;-1;0;unknown;no
19;student;single;secondary;no;424;no;no;cellular;30;jun;121;3;195;2;other;no
27;technician;single;tertiary;no;1976;no;no;cellular;18;mar;394;2;101;1;other;no
33;admin.;divorced;secondary;no;-403;yes;no;unknown;28;may;217;1;-1;0;unknown;no
38;technician;married;secondary;no;201;yes;no;cellular;2;feb;43;1;-1;0;unknown;no
34;blue-collar;married;primary;no;176;no;no;cellular;24;jul;78;1;-1;0;unknown;no
37;admin.;married;unknown;no;892;yes;no;cellular;30;jul;269;17;-1;0;unknown;no
31;entrepreneur;married;tertiary;no;5156;yes;no;cellular;28;jul;147;3;-1;0;unknown;no
28;student;single;secondary;no;154;yes;no;unknown;20;may;21;9;-1;0;unknown;no
30;management;married;tertiary;no;6432;yes;no;cellular;5;may;334;6;165;5;failure;no
33;technician;married;secondary;no;3;no;no;cellular;13;aug;212;3;-1;0;unknown;no
43;unemployed;divorced;secondary;no;700;yes;no;unknown;27;may;259;1;-1;0;unknown;no
28;technician;divorced;tertiary;no;594;yes;yes;unknown;18;jun;54;3;-1;0;unknown;no
37;management;married;tertiary;no;216;yes;no;cellular;23;jul;408;3;-1;0;unknown;no
34;blue-collar;married;secondary;no;305;yes;no;unknown;16;may;1245;25;-1;0;unknown;no
54;management;married;primary;no;879;yes;no;unknown;13;may;191;1;-1;0;unknown;no
31;admin.;single;secondary;no;-182;yes;no;cellular;7;jul;181;2;-1;0;unknown;no
52;management;married;secondary;no;3369;no;no;cellular;7;jul;196;2;-1;0;unknown;no
56;technician;married;secondary;no;1750;no;no;cellular;19;aug;629;7;-1;0;unknown;no
41;technician;married;tertiary;no;816;yes;yes;cellular;13;apr;520;2;319;1;failure;no
47;unemployed;married;primary;no;3723;no;no;cellular;21;nov;108;1;-1;0;unknown;no
52;technician;married;secondary;no;98;yes;no;cellular;28;jan;103;1;245;2;failure;no
38;services;married;secondary;no;0;yes;no;cellular;5;may;263;2;-1;0;unknown;no
47;services;married;unknown;no;1229;no;yes;cellular;21;jul;89;20;-1;0;unknown;no
23;student;single;secondary;no;43;no;no;unknown;27;aug;4;1;-1;0;unknown;no
31;management;single;tertiary;no;404;no;no;cellular;27;aug;125;7;-1;0;unknown;no
27;self-employed;single;secondary;no;49;yes;no;cellular;30;jan;208;2;-1;0;unknown;no
43;blue-collar;divorced;secondary;no;59;yes;no;cellular;13;apr;157;3;-1;0;unknown;no
28;technician;single;tertiary;no;372;yes;yes;cellular;15;may;201;3;294;2;success;no
49;blue-collar;married;secondary;no;1568;no;no;unknown;21;may;206;6;-1;0;unknown;no
53;blue-collar;married;secondary;no;66;no;no;unknown;6;jun;360;2;-1;0;unknown;no
41;management;single;tertiary;no;256;yes;no;unknown;3;jun;140;6;-1;0;unknown;no
26;services;single;secondary;no;92;yes;no;unknown;3;jun;50;4;-1;0;unknown;no
27;entrepreneur;married;secondary;no;-36;no;yes;cellular;11;jul;120;10;-1;0;unknown;no
31;blue-collar;married;secondary;no;1005;no;no;cellular;4;feb;429;2;-1;0;unknown;no
31;admin.;married;secondary;yes;-51;no;yes;cellular;26;aug;173;2;-1;0;unknown;no
38;unemployed;married;tertiary;no;380;no;no;cellular;10;feb;100;1;-1;0;unknown;no
39;management;married;tertiary;no;1802;no;no;cellular;20;oct;92;1;336;1;failure;no
58;retired;divorced;secondary;no;-808;yes;no;cellular;8;may;75;4;-1;0;unknown;no
53;blue-collar;divorced;primary;no;559;no;no;telephone;9;feb;16;5;-1;0;unknown;no
41;admin.;divorced;secondary;no;110;yes;yes;cellular;5;feb;76;2;-1;0;unknown;no
49;entrepreneur;married;tertiary;no;4976;yes;no;cellular;21;nov;105;1;-1;0;unknown;no
59;management;divorced;tertiary;no;81;no;no;cellular;26;may;140;1;-1;0;unknown;no
29;self-employed;married;tertiary;yes;-1083;yes;no;unknown;4;jun;139;2;-1;0;unknown;no
42;admin.;single;unknown;no;22;no;no;unknown;19;jun;246;3;-1;0;unknown;no
43;services;married;secondary;no;2478;yes;no;unknown;12;jun;157;1;-1;0;unknown;no
30;unemployed;single;secondary;no;8304;no;no;cellular;20;apr;245;1;-1;0;unknown;no
30;student;single;tertiary;no;300;no;no;cellular;6;feb;38;1;-1;0;unknown;no
31;self-employed;single;secondary;no;148;yes;yes;cellular;20;nov;1145;4;-1;0;unknown;no
30;management;single;tertiary;no;149;yes;no;unknown;3;jun;220;2;-1;0;unknown;no
53;blue-collar;married;secondary;no;1797;yes;no;cellular;2;sep;128;3;94;5;other;no
24;admin.;married;secondary;no;299;yes;no;cellular;6;may;209;1;321;1;failure;no
54;technician;married;secondary;no;827;no;yes;unknown;20;jun;294;2;-1;0;unknown;no
45;management;divorced;tertiary;no;6269;yes;no;cellular;29;jul;20;2;-1;0;unknown;no
34;services;single;secondary;no;-92;yes;no;unknown;27;may;236;1;-1;0;unknown;no
31;technician;single;tertiary;no;645;yes;no;cellular;6;may;14;6;-1;0;unknown;no
39;admin.;married;secondary;no;9618;yes;no;cellular;13;may;94;2;338;1;failure;no
36;technician;divorced;tertiary;no;1762;yes;no;unknown;3;jun;259;1;-1;0;unknown;no
44;unemployed;married;tertiary;no;1151;yes;no;unknown;5;jun;127;2;-1;0;unknown;no
41;services;married;primary;no;812;yes;yes;cellular;29;jul;117;3;-1;0;unknown;no
32;services;single;tertiary;no;748;yes;no;cellular;18;may;166;2;357;2;other;no
36;management;single;tertiary;no;5340;yes;no;cellular;7;aug;113;4;-1;0;unknown;no
45;blue-collar;married;secondary;no;2;no;no;cellular;26;aug;105;10;-1;0;unknown;no
28;management;single;tertiary;no;321;no;yes;cellular;5;feb;255;6;-1;0;unknown;no
39;blue-collar;married;primary;no;467;yes;no;cellular;12;may;7;5;285;30;other;no
54;blue-collar;married;unknown;no;310;yes;no;telephone;28;jan;526;4;258;3;other;no
36;technician;married;secondary;no;644;no;no;unknown;4;jul;133;1;-1;0;unknown;no
35;services;single;secondary;no;35;yes;no;cellular;14;may;152;1;-1;0;unknown;no
34;admin.;divorced;secondary;no;145;no;no;cellular;8;jul;183;5;-1;0;unknown;no
54;admin.;married;secondary;no;276;yes;yes;cellular;27;apr;66;1;-1;0;unknown;no
35;technician;single;tertiary;no;4;yes;no;cellular;24;jul;155;1;-1;0;unknown;no
42;unemployed;married;primary;yes;-581;yes;no;cellular;13;may;224;1;370;2;failure;no
46;technician;married;secondary;yes;4;no;yes;cellular;9;jul;78;1;-1;0;unknown;no
49;admin.;married;secondary;no;1403;no;no;cellular;3;feb;124;2;180;2;failure;no
34;entrepreneur;married;primary;no;0;yes;no;cellular;21;jul;132;3;-1;0;unknown;no
40;management;married;tertiary;no;429;yes;no;cellular;6;may;222;2;363;4;failure;no
26;management;single;tertiary;no;1177;no;no;cellular;19;oct;116;1;-1;0;unknown;no
27;blue-collar;single;unknown;no;89;yes;no;unknown;20;may;139;5;-1;0;unknown;no
29;admin.;married;secondary;no;445;yes;no;unknown;28;may;489;2;-1;0;unknown;no
60;retired;married;secondary;no;0;no;no;telephone;31;jul;576;20;-1;0;unknown;no
29;management;single;tertiary;no;1675;no;no;cellular;16;jun;276;2;-1;0;unknown;no
44;blue-collar;married;primary;no;0;yes;no;unknown;14;may;220;7;-1;0;unknown;no
37;blue-collar;married;primary;no;1534;yes;no;unknown;3;jun;126;4;-1;0;unknown;no
37;management;married;tertiary;no;0;yes;no;cellular;11;may;148;2;-1;0;unknown;no
35;admin.;divorced;secondary;no;1803;no;no;cellular;28;jan;61;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;1025;yes;no;cellular;21;dec;116;2;202;1;failure;no
32;blue-collar;single;secondary;no;3662;no;no;telephone;28;jan;309;1;-1;0;unknown;no
53;unknown;married;unknown;no;549;no;no;telephone;28;jan;74;2;-1;0;unknown;no
27;blue-collar;married;primary;no;300;no;yes;cellular;22;jul;209;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;-701;yes;yes;cellular;7;may;531;3;-1;0;unknown;no
31;management;divorced;tertiary;no;106;yes;no;cellular;5;feb;67;2;202;1;failure;no
33;blue-collar;single;primary;yes;-15;no;yes;cellular;7;jul;326;2;-1;0;unknown;no
57;services;married;secondary;no;1301;yes;no;cellular;29;jul;63;2;-1;0;unknown;no
51;blue-collar;single;primary;no;60;no;no;unknown;3;jul;93;1;-1;0;unknown;no
39;blue-collar;single;secondary;no;653;no;no;unknown;11;jun;54;4;-1;0;unknown;no
40;services;married;secondary;no;-38;yes;yes;cellular;5;feb;121;1;-1;0;unknown;no
34;blue-collar;married;primary;no;100;yes;yes;unknown;28;may;74;3;-1;0;unknown;no
37;technician;single;secondary;no;-59;yes;no;cellular;22;jul;70;1;-1;0;unknown;no
60;housemaid;married;secondary;no;0;no;no;telephone;4;aug;153;1;1;7;success;no
49;management;married;tertiary;no;0;yes;no;cellular;18;nov;102;1;-1;0;unknown;no
37;services;single;primary;no;3715;yes;no;unknown;20;jun;6;17;-1;0;unknown;no
41;technician;married;tertiary;no;585;yes;no;telephone;20;apr;60;1;-1;0;unknown;no
28;blue-collar;single;secondary;no;-545;yes;yes;cellular;15;may;322;1;-1;0;unknown;no
25;admin.;single;secondary;no;53;yes;no;cellular;12;may;213;6;-1;0;unknown;no
43;entrepreneur;single;tertiary;no;744;no;yes;cellular;29;jul;619;4;-1;0;unknown;no
35;management;married;tertiary;no;641;yes;no;cellular;12;may;41;1;-1;0;unknown;no
37;blue-collar;married;primary;no;152;yes;no;cellular;17;apr;252;2;-1;0;unknown;no
38;blue-collar;single;secondary;no;745;yes;no;unknown;21;may;281;15;-1;0;unknown;no
44;blue-collar;married;primary;no;10;yes;no;cellular;17;jul;196;1;-1;0;unknown;no
57;housemaid;divorced;primary;no;0;no;no;unknown;9;jun;97;1;-1;0;unknown;no
29;blue-collar;married;primary;no;149;yes;no;cellular;15;may;242;2;-1;0;unknown;no
28;technician;single;secondary;no;181;yes;no;cellular;28;jul;139;3;-1;0;unknown;no
34;housemaid;married;primary;no;-1;yes;no;cellular;9;jul;272;1;-1;0;unknown;no
44;management;divorced;tertiary;no;0;yes;yes;cellular;5;may;297;2;167;1;failure;no
39;blue-collar;married;primary;no;499;yes;no;cellular;13;may;156;1;-1;0;unknown;no
28;management;married;secondary;no;466;yes;no;cellular;25;may;123;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;554;yes;no;unknown;28;may;179;2;-1;0;unknown;no
53;technician;divorced;secondary;no;989;yes;no;unknown;5;may;812;1;-1;0;unknown;no
30;blue-collar;single;secondary;no;-276;no;yes;cellular;4;feb;361;8;-1;0;unknown;no
43;blue-collar;single;secondary;no;24;no;no;cellular;12;may;68;1;363;1;failure;no
34;technician;divorced;tertiary;no;1242;yes;no;unknown;29;may;578;3;-1;0;unknown;no
53;management;divorced;secondary;no;1355;no;yes;cellular;4;feb;447;2;196;8;other;no
50;admin.;married;secondary;no;167;no;yes;cellular;19;nov;47;1;133;1;failure;no
28;management;single;tertiary;no;231;yes;yes;cellular;25;jul;568;2;-1;0;unknown;no
28;technician;married;secondary;no;169;yes;no;cellular;24;jul;245;2;-1;0;unknown;no
37;management;divorced;tertiary;no;481;yes;no;cellular;19;aug;97;6;-1;0;unknown;no
44;services;married;secondary;no;808;yes;no;unknown;2;jun;67;2;-1;0;unknown;no
38;services;married;secondary;no;8876;no;no;cellular;19;nov;636;1;-1;0;unknown;no
31;student;single;unknown;no;376;no;no;cellular;16;nov;202;1;96;2;other;no
48;technician;divorced;secondary;no;791;no;no;cellular;7;aug;219;2;-1;0;unknown;no
33;management;married;tertiary;no;3713;yes;no;cellular;20;nov;175;1;-1;0;unknown;no
34;self-employed;married;tertiary;no;442;yes;no;cellular;30;apr;69;1;164;2;other;no
44;admin.;married;secondary;no;2687;yes;no;unknown;16;may;131;4;-1;0;unknown;no
30;management;married;secondary;no;877;yes;yes;cellular;13;aug;92;5;-1;0;unknown;no
56;management;single;unknown;no;111;no;no;cellular;19;oct;79;1;186;1;failure;no
27;admin.;single;secondary;no;349;yes;no;unknown;27;may;165;3;-1;0;unknown;no
36;management;married;tertiary;no;3537;yes;no;cellular;21;nov;115;2;-1;0;unknown;no
30;services;married;tertiary;no;2025;yes;no;cellular;17;apr;140;1;-1;0;unknown;no
43;management;married;unknown;no;498;yes;no;unknown;2;jun;73;5;-1;0;unknown;no
29;blue-collar;married;secondary;no;912;yes;no;cellular;13;may;785;1;-1;0;unknown;no
37;admin.;single;secondary;no;-332;yes;no;unknown;23;may;284;2;-1;0;unknown;no
40;blue-collar;married;primary;no;5560;yes;no;unknown;11;jun;93;3;-1;0;unknown;no
32;management;single;tertiary;no;0;yes;no;cellular;20;apr;415;2;-1;0;unknown;no
51;blue-collar;married;secondary;no;187;yes;no;cellular;6;aug;277;3;-1;0;unknown;no
30;management;single;tertiary;no;2766;yes;yes;cellular;20;nov;244;1;-1;0;unknown;no
38;technician;married;secondary;no;635;no;no;unknown;5;jun;31;5;-1;0;unknown;no
32;blue-collar;single;secondary;no;567;yes;no;cellular;7;may;275;2;342;4;other;no
32;technician;married;secondary;no;95;no;yes;cellular;18;jul;308;2;-1;0;unknown;no
51;management;married;tertiary;no;1944;yes;no;unknown;27;may;217;2;-1;0;unknown;no
43;management;married;tertiary;no;13044;no;no;cellular;18;aug;36;4;-1;0;unknown;no
35;blue-collar;married;secondary;no;2688;yes;no;unknown;20;may;281;1;-1;0;unknown;no
43;blue-collar;married;unknown;no;245;yes;no;cellular;16;apr;829;1;-1;0;unknown;no
38;blue-collar;married;secondary;no;776;yes;no;unknown;21;may;135;2;-1;0;unknown;no
59;retired;divorced;secondary;no;93;no;yes;cellular;8;aug;108;2;-1;0;unknown;no
52;admin.;divorced;secondary;no;131;yes;yes;unknown;13;may;145;1;-1;0;unknown;no
56;management;single;tertiary;no;1092;yes;yes;cellular;17;nov;176;3;186;4;failure;no
32;entrepreneur;single;primary;no;1770;no;yes;cellular;4;feb;206;2;188;6;failure;no
35;blue-collar;single;secondary;no;142;yes;no;cellular;20;nov;155;1;-1;0;unknown;no
48;entrepreneur;married;tertiary;no;313;yes;no;unknown;13;may;195;2;-1;0;unknown;no
56;management;divorced;tertiary;no;41;no;no;unknown;5;jun;179;1;-1;0;unknown;no
39;blue-collar;single;unknown;no;2841;yes;no;unknown;5;jun;1121;3;-1;0;unknown;no
29;management;single;tertiary;no;2344;yes;no;cellular;20;jul;288;1;133;2;failure;no
32;admin.;married;secondary;no;0;yes;yes;unknown;1;jul;122;1;-1;0;unknown;no
44;entrepreneur;married;primary;no;5038;no;no;cellular;7;jul;199;7;-1;0;unknown;no
34;blue-collar;married;secondary;no;-349;yes;no;cellular;6;may;208;1;365;1;failure;no
39;entrepreneur;married;tertiary;no;6495;no;no;unknown;19;jun;280;3;-1;0;unknown;no
30;technician;single;secondary;no;1499;no;no;cellular;26;aug;66;21;-1;0;unknown;no
49;blue-collar;single;primary;no;-165;yes;yes;cellular;28;jul;151;3;-1;0;unknown;no
32;technician;single;tertiary;no;100;no;no;cellular;28;jan;741;1;-1;0;unknown;no
33;blue-collar;married;secondary;no;269;yes;no;unknown;9;may;365;1;-1;0;unknown;no
34;management;married;tertiary;no;1790;yes;no;cellular;22;jul;681;1;-1;0;unknown;no
20;admin.;single;secondary;no;336;no;yes;cellular;5;jun;133;1;-1;0;unknown;no
50;admin.;divorced;tertiary;no;66;yes;no;cellular;17;nov;77;2;-1;0;unknown;no
